,ref_number,recipient_legal_name,recipient_city,prog_name_en,prog_purpose_en,agreement_title_en,agreement_number,agreement_value,agreement_start_date,agreement_end_date,description_en,expected_results_en,additional_information_en,owner_org_title
205424,GC-2017-Q2-06115,HYDRO-QUÉBEC,VARENNES  QUEBEC|VARENNES  QUÉBEC,,This Project will make it possible to develop knowledge and preliminary expertises prior to carrying out an experimental project in deep well geothermy in Canada.,,,800000,9/11/16,,,,Amendment: Duration of agreement / Award previously disclosed for the 2nd Quarter of 2013-2014.  Grant or contribution awarded and spanning more than one fiscal year.,Natural Resources Canada | Ressources naturelles Canada
205425,GC-2017-Q1-06121,CANADIAN INSTITUTE OF FORESTRY / INSTITUT FORESTIER DU CANADA,MATTAWA  ONTARIO,,"The purpose of this agreement is to deliver effective, targeted knowledge exchange and extension to practitioners and professionals across Canada's forest and natural resources sectors to support forest sector competitiveness, with an emphasis on Resource Characterization and Resource Production.",,,90000,6/13/16,,,,,Natural Resources Canada | Ressources naturelles Canada
205426,GC-2017-Q1-06122,UNIVERSITY OF GUELPH,GUELPH  ONTARIO,,"The purpose of this agreement is to evaluate and report on the potential of high-yield, short-rotation woody crop production systems for forest and bioenergy values and CO2 emission reduction.",,,45000,6/17/16,,,,,Natural Resources Canada | Ressources naturelles Canada
205427,GC-2017-Q1-06126,UNIVERSITY OF BRITISH COLUMBIA,VANCOUVER  BRITISH COLUMBIA|VANCOUVER  COLOMBIE-BRITANNIQUE,,"The purpose of this agreement is to demonstrate the application of Airborne Laser Scanning data (in a sample mode) to improve and enhance the strategic forest inventory approach of the British Columbia Ministry of Forests, Lands and Natural Resource Operations Landscape Vegetation Inventory.",,,45000,6/20/16,,,,,Natural Resources Canada | Ressources naturelles Canada
205428,GC-2017-Q1-06125,FPINNOVATIONS,POINTE-CLAIRE  QUEBEC|POINTE-CLAIRE  QUÉBEC,,The purpose of this agreement is to test the extended capability of unmanned aerial vehicle for Light Detection and Ranging to determine fibre attributes.,,,38000,6/20/16,,,,,Natural Resources Canada | Ressources naturelles Canada
205429,GC-2017-Q3-06238,LAC SEUL FIRST NATION,HUDSON  ONTARIO,,The purpose of this agreement is to increase employment opportunities for members of Lac Seul and Slate Falls First Nations by maximizing the utilization and availability of forest resources on the Lac Seul Forest through reduced wood costs and increased opportunities in the primary and value-added manufacturing sectors.,,,160000,11/17/16,,,,Two or more departments or agencies are involved in the funding of and/or the awarding of a particular grant or contribution award.,Natural Resources Canada | Ressources naturelles Canada
205430,GC-2017-Q1-06123,NORTHERN HARDWOODS RESEARCH INSTITUTE,EDMUNDSTON  NEW BRUNSWICK|EDMUNDSTON  NOUVEAU-BRUNSWICK,,The purpose of this agreement is to develop a tool to be used in long-term strategic forest plans and to identify and rank sites based on their potential to produce high-quality hardwoods.,,,45000,6/23/16,,,,,Natural Resources Canada | Ressources naturelles Canada
205431,GC-2017-Q2-06258,PENELAKUT TRIBE,CHEMAINUS  BRITISH COLUMBIA|CHEMAINUS  COLOMBIE-BRITANNIQUE,,The purpose of this agreement is to offer funding to Indigenous groups to facilitate their participation in Crown consultations on the Trans Mountain Expansion Project following the release of the National Energy Board's Recommendation Report for the project.,,,26000,9/13/16,,,,Belated reporting of a grant or contribution award.,Natural Resources Canada | Ressources naturelles Canada
205432,GC-2017-Q2-06321,STÓ:LO NATION,CHILLIWACK  BRITISH COLUMBIA|CHILLIWACK  COLOMBIE-BRITANNIQUE,,The purpose of this agreement is to offer funding to Indigenous groups to facilitate their participation in Crown consultations on the Trans Mountain Expansion Project following the release of the National Energy Board's Reccomendation Report for the project.,,,70000,8/19/16,,,,Belated reporting of a grant or contribution award.,Natural Resources Canada | Ressources naturelles Canada
205433,GC-2017-Q2-06257,ALEXIS NAKOTA SIOUX NATION,GLENEVIS  ALBERTA,,The purpose of this agreement is to offer funding to Indigenous groups to facilitate their participation in Crown consultations on the Trans Mountain Expansion Project following the release of the National Energy Board's Recommendation Report for the project.,,,26000,9/26/16,,,,Belated reporting of a grant or contribution award.,Natural Resources Canada | Ressources naturelles Canada
205434,GC-2017-Q2-06259,SIMPCW FIRST NATION,BARRIERE  BRITISH COLUMBIA|BARRIERE  COLOMBIE-BRITANNIQUE,,The purpose of this agreement is to offer funding to Indigenous groups to facilitate their participation in Crown consultations on the Trans Mountain Expansion Project following the release of the National Energy Board's Recommendation Report for the project.,,,26000,9/15/16,,,,Belated reporting of a grant or contribution award.,Natural Resources Canada | Ressources naturelles Canada
205435,GC-2017-Q2-06319,TSLEIL-WAUTUTH NATION,NORTH VANCOUVER  BRITISH COLUMBIA|NORTH VANCOUVER  COLOMBIE-BRITANNIQUE,,The purpose of this agreement is to offer funding to Indigenous groups to facilitate their participation in Crown consultations on the Trans Mountain Expansion Project following the release of the National Energy Board's Recommendation Report for the project.,,,400000,9/13/16,,,,Belated reporting of a grant or contribution award.,Natural Resources Canada | Ressources naturelles Canada
205436,GC-2017-Q2-06187,INSTITUTE FOR CATASTROPHIC LOSS REDUCTION,TORONTO  ONTARIO,,The purpose of this agreement is to produce a state of play report for the adaptation platform's infrastructure and buildings working group.,,,28250,9/12/16,,,,,Natural Resources Canada | Ressources naturelles Canada
205437,GC-2017-Q2-06255,BRITISH GEOLOGICAL SURVEY,KEYWORTH,,The purpose of this agreement is to support the membership/participation of the Earth Sciences Sector on the International OneGeology Initiative.,,,28146,9/28/16,,,,"Amendment: Text modification.  Grant or contribution awarded and spanning more than one fiscal year.   Belated reporting of a grant or contribution award.  Amendment has brought agreement threshold over $25,000.",Natural Resources Canada | Ressources naturelles Canada
205438,GC-2017-Q2-06241,UNIVERSITÉ DU QUÉBEC À CHICOUTIMI,CHICOUTIMI  QUEBEC|CHICOUTIMI  QUÉBEC,,The purpose of this agreement is to investigate the processes responsible for the formation and emplacement of reduced intrusion-related gold systems.,,,90000,9/19/16,,,,Grant or contribution awarded and spanning more than one fiscal year.   Belated reporting of a grant or contribution award.,Natural Resources Canada | Ressources naturelles Canada
205439,GC-2017-Q3-06220,ADDÉNERGIE TECHNOLOGIES INCORPORATED,QUÉBEC  QUEBEC|QUÉBEC  QUÉBEC,,"The purpose of this agreement is to increase awareness, availability and use of lower carbon vehicles and fuels in Canada by supporting the installation of electric fast-charging stations along Queen Elizabeth Way, Gardiner Expressway and Highway 401 in Niagara Falls, Grimsby, Hamilton, Burlington, Oakville, Etobicoke, Mississauga and Pickering, Ontario.",,,268000,11/14/16,,,,Grant or contribution awarded and spanning more than one fiscal year.,Natural Resources Canada | Ressources naturelles Canada
205440,GC-2017-Q2-06240,UNIVERSITY OF BRITISH COLUMBIA,VANCOUVER  BRITISH COLUMBIA|VANCOUVER  COLOMBIE-BRITANNIQUE,,The purpose of this agreement is to complete geoscientific research in the Stewart area of northwestern British Columbia,,,89600,9/19/16,,,,Grant or contribution awarded and spanning more than one fiscal year.   Belated reporting of a grant or contribution award.,Natural Resources Canada | Ressources naturelles Canada
205441,GC-2017-Q2-06262,UNIVERSITY OF BRITISH COLUMBIA,VANCOUVER  BRITISH COLUMBIA|VANCOUVER  COLOMBIE-BRITANNIQUE,,The purpose of this agreement is to investigate sedimentary rock-hosted carbonate replacement Gold deposits.,,,90000,9/19/16,,,,Grant or contribution awarded and spanning more than one fiscal year.   Belated reporting of a grant or contribution award.,Natural Resources Canada | Ressources naturelles Canada
205442,GC-2017-Q2-06239,UNIVERSITY OF BRITISH COLUMBIA,VANCOUVER  BRITISH COLUMBIA|VANCOUVER  COLOMBIE-BRITANNIQUE,,The purpose of this agreement is to complete geoscientific investigations related to British Columbia's Cordilleran copper-molybdenum porphyry deposits,,,88920,9/19/16,,,,Grant or contribution awarded and spanning more than one fiscal year.   Belated reporting of a grant or contribution award.,Natural Resources Canada | Ressources naturelles Canada
205443,GC-2017-Q2-06247,THE GOVERNING COUNCIL OF THE UNIVERSITY OF TORONTO,TORONTO  ONTARIO,,The purpose of this agreement is to use geophysical data in order to better define the structural framework responsible for the emplacement of prophyry deposits in the Canadian Cordillera.,,,80500,9/19/16,,,,Grant or contribution awarded and spanning more than one fiscal year.   Belated reporting of a grant or contribution award.,Natural Resources Canada | Ressources naturelles Canada
205444,GC-2017-Q2-06251,SAINT MARY'S UNIVERSITY,HALIFAX  NOVA SCOTIA|HALIFAX  NOUVELLE-ÉCOSSE,,"The purpose of the agreement is to conduct geoscience research related to the uranium mineralization found at Port Radium, Northwest Territories.",,,90000,9/16/16,,,,Grant or contribution awarded and spanning more than one fiscal year.   Belated reporting of a grant or contribution award.,Natural Resources Canada | Ressources naturelles Canada
205445,GC-2017-Q2-06252,SAINT MARY'S UNIVERSITY,HALIFAX  NOVA SCOTIA|HALIFAX  NOUVELLE-ÉCOSSE,,"The purpose of this agreement is to investigate the metallogeny of the Doyon-Bousquet-LaRonde mining camp, in the Abitibi region of Ontario-Quebec.",,,90000,9/19/16,,,,Grant or contribution awarded and spanning more than one fiscal year.   Belated reporting of a grant or contribution award.,Natural Resources Canada | Ressources naturelles Canada
205446,GC-2017-Q2-06250,UNIVERSITY OF MANITOBA,WINNIPEG  MANITOBA,,The purpose of this agreement is to conduct geoscience research on Saskatchewan's Athabasca Basin uranium deposits.,,,90000,9/19/16,,,,Grant or contribution awarded and spanning more than one fiscal year.   Belated reporting of a grant or contribution award.,Natural Resources Canada | Ressources naturelles Canada
205447,GC-2017-Q2-06203,ASSOCIATION OF CANADA LANDS SURVEYORS,OTTAWA  ONTARIO,,The purpose of this agreement is to support essential activities of the Association of Canada Lands Surveyors.,,,40000,8/11/16,,,,,Natural Resources Canada | Ressources naturelles Canada
205448,GC-2017-Q2-06104,ADDÉNERGIE TECHNOLOGIES INC.,QUEBEC  QUEBEC|QUÉBEC  QUÉBEC,,"The purpose of this agreement is to demonstrate the operational viability of a network of electric vehicles charging terminals of various charging rates, to be installed primarily in Quebec. These will be installed in industrial, commercial or residential locations. This network will be controlled by a centralized management system aiming at its large scale implementation.",,,4504280,7/8/16,,,,Amendment: Duration of agreement / Award previously disclosed for the 3rd Quarter of 2015-2016.  Grant or contribution awarded and spanning more than one fiscal year.,Natural Resources Canada | Ressources naturelles Canada
205449,GC-2017-Q2-06128,ENERQUALITY CORPORATION,TORONTO  ONTARIO,,"The purpose of this agreement is to increase the construction and sale of highly efficient new homes in Ontario by increasing ENERGY STAR brand visibility, awareness and recruitment of builders.",,,75000,7/5/16,,,,,Natural Resources Canada | Ressources naturelles Canada
205450,GC-2017-Q2-06137,PETROLEUM TECHNOLOGY ALLIANCE CANADA,CALGARY  ALBERTA,,"The purpose of this agreement is to produce a handbook that will document benefits, such as energy efficiency and greenhouse gas  emission reductions, of technologies that are underutilized in oil and gas operations.",,,40000,9/9/16,,,,,Natural Resources Canada | Ressources naturelles Canada
205451,GC-2017-Q2-06119,3M CANADA COMPANY,BROCKVILLE  ONTARIO,,The purpose of this agreement is to implement energy management systems and processes at 3M Canada Company's  plant in Brockville to reduce energy costs and improve energy performance.,,,40000,8/5/16,,,,,Natural Resources Canada | Ressources naturelles Canada
205452,GC-2017-Q2-06117,ARCELORMITTAL DOFASCO G.P.,HAMILTON  ONTARIO,,The purpose of this agreement is to implement energy management systems and processes at the ArcelorMittal Dofasco steel plant in Hamilton to reduce energy costs and improve energy performance.,,,40000,8/29/16,,,,,Natural Resources Canada | Ressources naturelles Canada
205453,GC-2017-Q2-06170,CANADIAN COALITION FOR GREEN HEALTH CARE,BRANCHTON  ONTARIO,,The purpose of this agreement is to gather energy use data from medical imaging equipment to support the development of the first North American ENERGY STAR specification for this category.,,,50000,9/30/16,,,,,Natural Resources Canada | Ressources naturelles Canada
205454,GC-2017-Q2-06161,CONSORTIUM FOR ENERGY EFFICIENCY,BOSTON  MASSACHUSETTS,,"The purpose of this agreement is to support energy efficiency administrators and governments in developing and delivering sound energy efficiency programs, to increase the market penetration of energy efficienct products.",,,90000,8/16/16,,,,,Natural Resources Canada | Ressources naturelles Canada
205455,GC-2017-Q2-06160,CONSORTIUM FOR ENERGY EFFICIENCY,BOSTON  MASSACHUSETTS,,The purpose of this agreement is to support collaboration and joint projects with American and Canadian energy efficiency program administrators that improve the development and delivery of cost-effective energy saving tools and information to Canadian consumers and business.,,,65000,8/12/16,,,,,Natural Resources Canada | Ressources naturelles Canada
205456,GC-2017-Q2-06168,FORTISBC,KELOWNA  BRITISH COLUMBIA|KELOWNA  COLOMBIE-BRITANNIQUE,,The purpose of this agreement is to fund a pilot field study project to determine the performance of heat pump water heaters in different Canadian climate zones.,,,142800,8/23/16,,,,,Natural Resources Canada | Ressources naturelles Canada
205457,GC-2017-Q2-06152,THE ROYAL INSTITUTION FOR THE ADVANCEMENT OF LEARNING/MCGILL UNIVERSITY,MONTRÉAL  QUEBEC|MONTRÉAL  QUÉBEC,,"The purpose of this agreement is to document and simulate mass flights of spruce budworm by using weather radars, fine-resolution weather data and a spruce budworm atmospheric transport model.",,,30000,7/28/16,,,,,Natural Resources Canada | Ressources naturelles Canada
205458,GC-2017-Q2-06182,LAURENTIAN UNIVERSITY,SUDBURY  ONTARIO,,"The purpose of the project is to advance the use of metagenomics and related molecular approaches as tools to demonstrate forest ecosystem integrity in managed forests. Specifically, the project will focus on microbiota and invertebrate biodiversity, which play a key role on the ecosystem processes of decomposition and nutrient cycling, as an indicator of ecosystem integrity.",,,51340,7/5/16,,,,,Natural Resources Canada | Ressources naturelles Canada
205459,GC-2017-Q2-06162,CSA GROUP,TORONTO  ONTARIO,,The purpose of this agreement is to create consensus-based national energy efficiency standards that can be referenced in Canada's Energy Efficiency Regulations as well as provincial regulations and utility efficiency programs to determine and/or validate energy use in products.,,,482041,8/15/16,,,,,Natural Resources Canada | Ressources naturelles Canada
205460,GC-2017-Q2-06173,NGC NUNATSIAVUT CONSTRUCTION INC.,HAPPY VALLEY-GOOSE BAY  NEWFOUNDLAND AND LABRADOR|HAPPY VALLEY-GOOSE BAY  TERRE-NEUVE-ET-LABRADOR,,"The purpose of this agreement is to assess the opportunity to supply coastal communities in Labrador with a cost-effective alternative to heating from high-cost, diesel generated electricity. These communities include ones with limited to no local forest resources, particularly Nain and Hopedale.",,,130000,8/11/16,,,,Amendment: Duration of agreement / Award previously disclosed for the 4th Quarter of 2015-2016.  Two or more departments or agencies are involved in the funding of and/or the awarding of a particular grant or contribution award.  Grant or contribution awarded and spanning more than one fiscal year.   Restatement: Recipient name change. Originally disclosed as NUNATSIAVUT CONSTRUCTION INC.,Natural Resources Canada | Ressources naturelles Canada
205461,GC-2017-Q2-06198,EEL RIVER BAR FIRST NATION,EEL RIVER BAR  NEW BRUNSWICK|EEL RIVER BAR  NOUVEAU-BRUNSWICK,,The purpose of this agreement is to conduct the foundational assessment and planning required by the proponent as preparation for establishing a business focussed on supplying biomass to a 20 MW biomass power facility.,,,89000,9/21/16,,,,Belated reporting of a grant or contribution award.,Natural Resources Canada | Ressources naturelles Canada
205462,GC-2017-Q3-06178,LAFARGE CANADA INC.,MISSISSAUGA  ONTARIO,,"The purpose of this agreement is to facilitate the implementation of an energy management system in accordance with all the criteria of the ISO 50001 at the Lafarge Canada Inc. cement plant in Kamloops, to reduce energy costs and improve energy performance.",,,0,10/11/16,,,,"Previous agreement in the amount of $78,000.00 has been terminated or cancelled.  
A provincial government is involved in the funding of this project.",Natural Resources Canada | Ressources naturelles Canada
205463,GC-2017-Q2-06199,CONSEIL DE LA PREMIÈRE NATION DES INNUS ESSIPIT,ESSIPIT  QUEBEC|ESSIPIT  QUÉBEC,,"The purpose of this agreement is to allow the proponent to complete the development of the tool ""First Nation territorial governance analysis"" started in 2015-2016.",,,60000,9/9/16,,,,,Natural Resources Canada | Ressources naturelles Canada
205464,GC-2017-Q2-06147,KWADACHA NATION,FORT WARE  BRITISH COLUMBIA|FORT WARE  COLOMBIE-BRITANNIQUE,,"The purpose of this agreement is to support the planning, and analysis work, for the supply of feedstock to a proposed combined heat and power system in the Kwadacha Nation community.",,,90850,7/4/16,,,,,Natural Resources Canada | Ressources naturelles Canada
205465,GC-2017-Q2-06219,YUNESIT'IN GOVERNMENT,HANCEVILLE  BRITISH COLUMBIA|HANCEVILLE  COLOMBIE-BRITANNIQUE,,"The purpose of this agreement is to assist the Yunesit'in Government and the Tsilhqot'in First Nations in increasing forest management capacity and forestry related business development and partnership opportunities within their traditional territories, and in promoting and attracting younger community members to become more involved in forestry.",,,74000,7/12/16,,,,,Natural Resources Canada | Ressources naturelles Canada
205466,GC-2017-Q2-06179,KWADACHA NATION,FORT WARE  BRITISH COLUMBIA|FORT WARE  COLOMBIE-BRITANNIQUE,,"The purpose of this agreement is to support the planning, and analysis work, for the supply of feedstock to a proposed combined heat and power system in the Kwadacha Nation community.",,,98350,8/30/16,,,,Amendment: Value / Award previously disclosed for the 2nd Quarter of 2016-2017.,Natural Resources Canada | Ressources naturelles Canada
205467,GC-2017-Q3-06225,INTERNATIONAL ENERGY FORUM,RIYADH,,The purpose of this agreement is to support the activities of the International Energy Forum Secretariat Programme of Work for 2016 . This payment is intended to cover Canada's annual contribution as a country member.,,,250000,11/4/16,,,,,Natural Resources Canada | Ressources naturelles Canada
205468,GC-2017-Q4-06378,NUNATSIAVUT GOVERNMENT,NAIN  NEWFOUNDLAND AND LABRADOR|NAIN  TERRE-NEUVE-ET-LABRADOR,,"The purpose of this agreement is to implement a Bio-Energy Systems Demonstration and Feasibility Project to optimize bio-energy for energy security in Nunatsiavut, Labrador.",,,50000,3/24/17,,,,Two or more departments or agencies are involved in the funding of and/or the awarding of a particular grant or contribution award.,Natural Resources Canada | Ressources naturelles Canada
205469,GC-2017-Q3-06218,ADDÉNERGIE TECHNOLOGIES INCORPORATED,QUÉBEC  QUEBEC|QUÉBEC  QUÉBEC,,"The purpose of this agreement is to increase awareness, availability and use of lower carbon vehicles and fuels in Canada by supporting the installation of electric fast-charging stations along Highways 401 and 403 in London, Woodstock, Brantford and Hamilton, Ontario.",,,134000,11/14/16,,,,Grant or contribution awarded and spanning more than one fiscal year.,Natural Resources Canada | Ressources naturelles Canada
205470,GC-2017-Q2-06164,PACHEEDAHT FIRST NATION,PORT RENFREW  BRITISH COLUMBIA|PORT RENFREW  COLOMBIE-BRITANNIQUE,,The purpose of this agreement is to investigate the economic development and business opportunities associated with the carbon budget credit potential on Pacheedaht First Nation forest land.,,,77500,7/14/16,,,,,Natural Resources Canada | Ressources naturelles Canada
205471,GC-2017-Q2-06183,GITXSAN DEVELOPMENT CORPORATION,DELTA  BRITISH COLUMBIA|DELTA  COLOMBIE-BRITANNIQUE,,"The purpose of this agreement is to lay foundation for the Gitxsan people to participate in and benefit from resource projects within their traditional territory and beyond through the provision of labour, goods and services.",,,300000,9/2/16,,,,Two or more departments or agencies are involved in the funding of and/or the awarding of a particular grant or contribution award.,Natural Resources Canada | Ressources naturelles Canada
205472,GC-2017-Q2-06184,KITSELAS FIRST NATION,TERRACE  BRITISH COLUMBIA|TERRACE  COLOMBIE-BRITANNIQUE,,"The purpose of this agreement is to enable Indigenous participation in land reclamation activities and related environment services, thereby facilitating resource-based economic development.",,,200000,9/2/16,,,,Two or more departments or agencies are involved in the funding of and/or the awarding of a particular grant or contribution award.,Natural Resources Canada | Ressources naturelles Canada
205473,GC-2017-Q2-06181,THE UNIVERSITY OF WESTERN ONTARIO,LONDON  ONTARIO,,The purpose of this agreement is to support a case study to establish a risk assessment framework assessing cumulative effects in a Boreal forest tenure.,,,53000,9/23/16,,,,Amendment: Value / Award previously disclosed for the 1st Quarter of 2016-2017.,Natural Resources Canada | Ressources naturelles Canada
205474,GC-2017-Q2-06188,UNIVERSITY OF BRITISH COLUMBIA,VANCOUVER  BRITISH COLUMBIA|VANCOUVER  COLOMBIE-BRITANNIQUE,,"The purpose of this agreement is to validate the efficacy of a genomic selection model developed for lodgepole pine wood quality traits (wood density and microfibril angle) using a 55,000 single nucleotide polymorphisms genotyping array with an independent test population growing on a different site.",,,45000,9/9/16,,,,,Natural Resources Canada | Ressources naturelles Canada
205475,GC-2017-Q2-06148,CENTRE D'ENSEIGNEMENT ET DE RECHERCHE EN FORESTERIE DE SAINTE-FOY,QUÉBEC  QUEBEC|QUÉBEC  QUÉBEC,,The purpose of this agreement is to map forest species using remote sensing data and a method of semi-automated object-oriented classification in order to improve forest inventory by accelerating the work for the photo-interpreter.,,,37889,7/27/16,,,,,Natural Resources Canada | Ressources naturelles Canada
205476,GC-2017-Q2-06138,FRI RESEARCH,HINTON  ALBERTA,,The purpose of this agreement is to maintain and exploit the legacy of long-term silviculture trials and wood quality studies to assess the influence of silviculture treatments and environmental conditions on production of wood and its quality characteristics.,,,45000,7/13/16,,,,,Natural Resources Canada | Ressources naturelles Canada
205477,GC-2017-Q2-06158,THE GOVENORS OF THE UNIVERSITY OF CALGARY,CALGARY  ALBERTA,,The purpose of this agreement is to determine if the genes associated with high salt tolerance of willows in the current field trial can be used as molecular markers to select oil sands process-affected water tolerant willows from the wild.,,,37375,8/11/16,,,,,Natural Resources Canada | Ressources naturelles Canada
205478,GC-2017-Q2-06146,UNIVERSITY OF NORTHERN BRITISH COLUMBIA,PRINCE GEORGE  BRITISH COLUMBIA|PRINCE GEORGE  COLOMBIE-BRITANNIQUE,,The purpose of this agreement is to develop an analysis framework that will facilitate using Light Detection and Ranging data to rapidly evaluate biodiversity and forest structure indicators across a range of spatial scales and forest types in the sub-boreal and boreal forests of the Central Interior Plateau of British Columbia.,,,45454,7/7/16,,,,,Natural Resources Canada | Ressources naturelles Canada
205479,GC-2017-Q2-06133,UNIVERSITY OF NORTHERN BRITISH COLUMBIA,PRINCE GEORGE  BRITISH COLUMBIA|PRINCE GEORGE  COLOMBIE-BRITANNIQUE,,"The purpose of this agreement is to determine if pine wood fibres are changing with changing climates, and to identify the response of first rotation (natural growth) and second rotation (planted or seeded stock) fibre characteristics to changing climate over the past 100-200 years.",,,48300,7/7/16,,,,,Natural Resources Canada | Ressources naturelles Canada
205480,GC-2017-Q2-06145,UNIVERSITÉ DE SHERBROOKE,SHERBROOKE  QUEBEC|SHERBROOKE  QUÉBEC,,The purpose of this agreement is to develop computational methods to extract structural attributes of individual trees obtained from scans of terrestrial Light Detection and Ranging.,,,34500,7/26/16,,,,,Natural Resources Canada | Ressources naturelles Canada
205481,GC-2017-Q3-06313,ORGANISATION FOR ECONOMIC CO-OPERATION AND DEVELOPMENT,PARIS,,"The purpose of the grant agreement is to provide funding support to the technical secretariat for the Generation IV International Forum. The Nuclear Energy Agency, a specialized agency within the Organisation for Economic Co-operation and Development, will effectively coordinate and support the multilateral international research and development initiative to establish the feasibility and performance capabilities of the next generation of nuclear energy systems.",,,121733,12/23/16,,,,,Natural Resources Canada | Ressources naturelles Canada
205482,GC-2017-Q2-06167,UNIVERSITÉ LAVAL,QUÉBEC  QUEBEC|QUÉBEC  QUÉBEC,,"The purpose of this agreement is to estimate, in operational implementation conditions, the costs and benefits incurred by the use of genomics selection to produce improved varieties of white spruce with desirable traits (growth, wood quality).",,,70087,8/24/16,,,,,Natural Resources Canada | Ressources naturelles Canada
205483,GC-2017-Q2-06177,CANADA'S OIL SANDS INNOVATION ALLIANCE INC.,CALGARY  ALBERTA,,"The purpose of this agreement is to provide financial support towards a two-day workshop on the environmental performance related to in-situ and mining oil sands operations. This workshop is to be held in Calgary, Alberta in March 2017.",,,50000,9/15/16,,,,,Natural Resources Canada | Ressources naturelles Canada
205484,GC-2017-Q3-06318,MATSQUI FIRST NATION,MATSQUI  BRITISH COLUMBIA|MATSQUI  COLOMBIE-BRITANNIQUE,,The purpose of this agreement is to offer funding to Indigenous groups to facilitate their participation in Crown consultations on the Trans Mountain Expansion Project following the release of the National Energy Board's Recommendation Report for the project.,,,26000,10/28/16,,,,,Natural Resources Canada | Ressources naturelles Canada
205485,GC-2017-Q3-06204,ORGANISATION FOR ECONOMIC CO-OPERATION AND DEVELOPMENT,PARIS,,The purpose of this agreement is to contribute to the start-up costs of a Clean Energy Ministerial Secretariat as a special activity within the International Energy Agency.,,,100000,10/12/16,,,,,Natural Resources Canada | Ressources naturelles Canada
205486,GC-2017-Q3-06266,STICHTING FOUNDATION RENEWABLE ENERGY TECHNOLOGY DEPLOYMENT,UTRECHT,,"The purpose of this agreement is to support the International Energy Agency's Technology Collaboration Programme on Renewable Energy Technology Deployment 2016-2017 Programme of Work, which included, amongst others, the study RE-TRANSITION which will substantiate the level and mix of public support and alternative market-based measures that will ensure continuous deployment of renewable energy technologies; and, the study RE-DELAYS which will develop a new financial model to estimate the cost of regulatory and permitting delays to renewable energy developers and the broader economy.",,,35000,11/25/16,,,,,Natural Resources Canada | Ressources naturelles Canada
205487,GC-2017-Q3-06273,INTERNATIONAL INSTITUTE FOR SUSTAINABLE DEVELOPMENT,WINNIPEG  MANITOBA,,"The purpose of this agreement is to strengthen regional capacity and increase action to advance adaptation in target audiences through activities focused on engagement, dissemination and the use and uptake of adaptation platform products/results.",,,95000,12/9/16,,,,,Natural Resources Canada | Ressources naturelles Canada
205488,GC-2017-Q3-06298,VANCOUVER ISLAND HEALTH AUTHORITY,VICTORIA  BRITISH COLUMBIA|VICTORIA  COLOMBIE-BRITANNIQUE,,The purpose of this agreement is to apply the Public Infrastructure Engineering Vulnerability Committee protocol to identify infrastructure-related risks due to climate change and identify priorities for adaptation.,,,40000,12/29/16,,,,,Natural Resources Canada | Ressources naturelles Canada
205489,GC-2017-Q3-06222,MINING INNOVATION REHABILITATION AND APPLIED RESEARCH CORPORATION,SUDBURY  ONTARIO,,"The purpose of this agreement is to strengthen regional capacity and increase action to advance adaptation in target audiences through activities focused on engagement, dissemination and the use and uptake of adaptation platform products/results.",,,97000,11/2/16,,,,,Natural Resources Canada | Ressources naturelles Canada
205490,GC-2017-Q3-06200,FRASER BASIN COUNCIL SOCIETY,VANCOUVER  BRITISH COLUMBIA|VANCOUVER  COLOMBIE-BRITANNIQUE,,"The purpose of this agreement is to strengthen regional capacity and increase action to advance adaptation in target audiences in British Columbia through activities focused on engagement, dissemination and the use and uptake of adaptation platform products/results.",,,95000,10/18/16,,,,,Natural Resources Canada | Ressources naturelles Canada
205491,GC-2017-Q3-06254,DALHOUSIE UNIVERSITY,HALIFAX  NOVA SCOTIA|HALIFAX  NOUVELLE-ÉCOSSE,,"The purpose of this agreement is to conduct geoscientific investigations that will support a better understanding of the genesis of the chromite deposits in the ""Ring of Fire"" area of Northern Ontario.",,,81780,10/31/16,,,,Grant or contribution awarded and spanning more than one fiscal year.,Natural Resources Canada | Ressources naturelles Canada
205492,GC-2017-Q3-06249,MEMORIAL UNIVERSITY OF NEWFOUNDLAND,ST. JOHN'S  NEWFOUNDLAND AND LABRADOR|ST. JOHN'S  TERRE-NEUVE-ET-LABRADOR,,The purpose of this agreement is to better understand the relationships between magmatism and precious metal enrichment in Canadian base metal deposits.,,,90000,10/31/16,,,,Grant or contribution awarded and spanning more than one fiscal year.,Natural Resources Canada | Ressources naturelles Canada
205493,GC-2017-Q3-06248,STOCKHOLM UNIVERSITY,STOCKHOLM,,The purpose of this agreement is to complete geoscientific investigations related to Abitibi orogenic gold deposits.,,,90000,10/31/16,,,,Grant or contribution awarded and spanning more than one fiscal year.,Natural Resources Canada | Ressources naturelles Canada
205494,GC-2017-Q3-06226,REGIONAL MUNICIPALITY OF PEEL,BRAMPTON  ONTARIO,,"The purpose of this agreement is to increase awareness, availability and use of lower carbon vehicles and fuels in Canada by supporting the installation of electric fast-charging stations at Region of Peel municipal buildings in Brampton and in Mississauga, Ontario.",,,100000,12/9/16,,,,Grant or contribution awarded and spanning more than one fiscal year.,Natural Resources Canada | Ressources naturelles Canada
