recipient_city,year,agreement_value
Saint-Léandre,2019,6972
Saint-Léolin,2018,12048
Saint-Léolin,2019,10058
Saint-Léon,2019,4794
Saint-Léon-de-Standon,2018,13998
Saint-Léon-de-Standon,2019,23904
Saint-Léon-de-Stanton,2019,5000
Saint-Léon-le-Grand,2018,3731
Saint-Léon-le-Grand,2019,41678
Saint-Léonard,2006,162803
Saint-Léonard,2007,201532
Saint-Léonard,2008,91819
Saint-Léonard,2010,74193
Saint-Léonard,2012,161554
Saint-Léonard,2014,42804
Saint-Léonard,2015,50000
Saint-Léonard,2018,122705
Saint-Léonard,2019,295279
"Saint-Léonard, New Brunswick|Saint-Léonard, Nouveau-Brunswick",2017,50000
Saint-Léonard-Parent,2019,3220
Saint-Léonard-d'Aston,2018,18989
Saint-Léonard-d'Aston,2019,76964
Saint-Léonard-de-Portneuf,2018,12325
Saint-Léonard-de-Portneuf,2019,34724
Saint-Magloire,2018,7254
Saint-Magloire,2019,38830
Saint-Majorique-de-Grantham,2018,6300
Saint-Majorique-de-Grantham,2019,6700
Saint-Malachie,2018,8640
Saint-Malachie,2019,21910
Saint-Malo,2013,26524
Saint-Malo,2018,5764
Saint-Malo,2019,2250
Saint-Marc-de-Figuery,2013,43733
Saint-Marc-de-Figuery,2018,10908
Saint-Marc-de-Figuery,2019,54587
Saint-Marc-de-Latour,2019,22332
Saint-Marc-des-Carrières,2018,26913
Saint-Marc-des-Carrières,2019,42416
Saint-Marc-du-Lac-Long,2018,2882
Saint-Marc-du-Lac-Long,2019,18944
Saint-Marc-du-lac-Long,2018,2471
Saint-Marc-sur-Richelieu,2018,12426
Saint-Marc-sur-Richelieu,2019,27658
Saint-Marcel,2019,25000
Saint-Marcel-De-L'Islet,2018,2882
Saint-Marcel-de-L'Islet,2019,6972
Saint-Marcel-de-Richelieu,2018,9315
Saint-Marcel-de-Richelieu,2019,9972
Saint-Marcellin,2018,9726
Saint-Marcellin,2019,21626
Saint-Martin,2018,3962
Saint-Martin,2019,30230
"Saint-Martine, Quebec|Saint-Martine, Québec",2017,50000
Saint-Mathias-sur-Richelieu,2018,3962
Saint-Mathias-sur-Richelieu,2019,13340
Saint-Mathieu,2018,22841
Saint-Mathieu,2019,58300
Saint-Mathieu-d'Harricana,2018,2340
Saint-Mathieu-d'Harricana,2019,3500
Saint-Mathieu-de-Beloeil,2018,13738
Saint-Mathieu-de-Beloeil,2019,21000
Saint-Mathieu-de-Laprairie,2018,1080
Saint-Mathieu-de-Rioux,2018,13172
Saint-Mathieu-de-Rioux,2019,31468
Saint-Mathieu-du-Parc,2018,2882
Saint-Mathieu-du-Parc,2019,16843
Saint-Maurice,2018,4680
Saint-Maurice,2019,39000
Saint-Maxime-du-Mont-Louis,2018,2880
Saint-Maxime-du-Mont-Louis,2019,6830
Saint-Michel,2018,17280
Saint-Michel,2019,42000
Saint-Michel-de-Bellechasse,2018,7667
Saint-Michel-de-Bellechasse,2019,10968
Saint-Michel-des-Saints,2018,16443
Saint-Michel-des-Saints,2019,49413
Saint-Michel-du-Squatec,2018,2471
Saint-Modeste,2018,8493
Saint-Modeste,2019,5976
Saint-Moïse,2018,2471
Saint-Moïse,2019,33374
Saint-Médard,2018,2882
Saint-Narcisse,2018,12348
Saint-Narcisse,2019,77636
Saint-Narcisse Beaurivage,2019,12564
Saint-Narcisse-de-Beaurivage,2018,22978
Saint-Narcisse-de-Beaurivage,2019,35866
Saint-Narcisse-de-Rimouski,2018,12352
Saint-Narcisse-de-Rimouski,2019,52780
Saint-Nazaire,2018,12244
Saint-Nazaire,2019,15934
Saint-Nazaire d'Acton,2019,21280
"Saint-Nazaire, Quebec|Saint-Nazaire, Québec",2017,50000
Saint-Nazaire-Lac-St-Jean,2019,14000
Saint-Nazaire-d'Acton,2018,1440
Saint-Nazaire-d'Acton,2019,3500
Saint-Nazaire-de-Dorchester,2018,2340
Saint-Nazaire-de-Dorchester,2019,8064
Saint-Norbert,2018,7847
Saint-Norbert,2019,23900
Saint-Norbert-d'Arthabaska,2018,2882
Saint-Noël,2018,3843
Saint-Noël,2019,15934
Saint-Nérée,2019,3000
Saint-Octave-de-Métis,2018,7413
Saint-Octave-de-Métis,2019,43363
Saint-Odilon-de-Cranbourne,2018,5353
Saint-Odilon-de-Cranbourne,2019,51770
Saint-Omer,2019,52830
Saint-Ours,2015,45890
Saint-Ours,2018,15696
Saint-Ours,2019,26966
Saint-Pacome,2008,34510
Saint-Pacôme,2018,4554
Saint-Pacôme,2019,37768
Saint-Pamphile,2018,10910
Saint-Pamphile,2019,200171
Saint-Pascal,2006,95895
Saint-Pascal,2007,137037
Saint-Pascal,2009,95264
Saint-Pascal,2010,140469
Saint-Pascal,2011,88268
Saint-Pascal,2018,40369
Saint-Pascal,2019,76718
Saint-Pascal Baylon,2018,1680
"Saint-Pascal, Quebec|Saint-Pascal, Québec",2017,44216
Saint-Patrice-de-Beaurivage,2018,22117
Saint-Patrice-de-Beaurivage,2019,66182
"Saint-Patrice-de-Beaurivage, Quebec|Saint-Patrice-de-Beaurivage, Québec",2017,25250
Saint-Paul,2008,102733
Saint-Paul,2012,249824
Saint-Paul,2018,6561
Saint-Paul,2019,9450
Saint-Paul-D'Abbotsford,2010,83978
Saint-Paul-D'Abbotsford,2011,82360
Saint-Paul-D'Abbotsford,2012,119818
Saint-Paul-D'Abbotsford,2013,239851
Saint-Paul-Ile-aux-Noix,2007,41370
Saint-Paul-d'Abbotsford,2018,10031
Saint-Paul-d'Abbotsford,2019,35695
Saint-Paul-de-Montminy,2018,1440
Saint-Paul-de-Montminy,2019,3500
"Saint-Paul-de-Montminy, Quebec|Saint-Paul-de-Montminy, Québec",2017,50000
Saint-Paul-de-l'Île-aux-Noix,2016,96430
Saint-Paul-de-l'Île-aux-Noix,2018,42142
Saint-Paul-de-l'Île-aux-Noix,2019,155750
"Saint-Paul-de-l'Île-aux-Noix, Quebec|Saint-Paul-de-l'Île-aux-Noix, Québec",2017,37105
"Saint-Paul-de-l'ïle-aux-Noix, Quebec|Saint-Paul-de-l'ïle-aux-Noix, Québec",2017,49470
Saint-Paul-de-la-Croix,2018,6176
Saint-Paul-de-la-Croix,2019,39798
Saint-Paulin,2018,22540
Saint-Paulin,2019,49936
Saint-Philibert,2018,1080
Saint-Philibert,2019,2626
Saint-Philippe,2016,43447
Saint-Philippe,2018,66263
Saint-Philippe,2019,74834
"Saint-Philippe, Quebec|Saint-Philippe, Québec",2018,39000
Saint-Philippe-de-Néri,2018,4142
Saint-Philippe-de-Néri,2019,14032
Saint-Philémon,2018,9107
Saint-Philémon,2019,22934
Saint-Pie,2018,4320
Saint-Pie,2019,35125
Saint-Pie-de-Guire,2018,5764
Saint-Pie-de-Guire,2019,6830
Saint-Pierre,2018,7924
Saint-Pierre de l'île d'Orléans,2019,0
Saint-Pierre-Baptiste,2018,3294
Saint-Pierre-Baptiste,2019,56830
Saint-Pierre-de-Broughton,2018,2880
Saint-Pierre-de-Broughton,2019,52414
Saint-Pierre-de-Lamy,2019,35302
Saint-Pierre-de-l'Île-d'Orléans,2018,24752
Saint-Pierre-de-l'Île-d'Orléans,2019,80212
Saint-Pierre-de-la-Rivière-du-Sud,2018,2160
Saint-Pierre-de-la-Rivière-du-Sud,2019,7968
Saint-Pierre-les-Becquets,2018,10395
Saint-Pierre-les-Becquets,2019,26300
Saint-Placide,2018,8642
Saint-Placide,2019,25744
Saint-Polycarpe,2018,10674
Saint-Polycarpe,2019,33844
Saint-Prime,2011,79256
Saint-Prime,2018,24928
Saint-Prime,2019,64428
Saint-Prosper,2018,5042
Saint-Prosper,2019,17156
Saint-Prosper-de-Champlain,2019,12580
Saint-Quentin,2018,55584
Saint-Quentin,2019,108052
Saint-Raphaël,2018,18318
Saint-Raphaël,2019,48452
Saint-Raymond,2006,221764
Saint-Raymond,2007,208807
Saint-Raymond,2008,99860
Saint-Raymond,2009,148160
Saint-Raymond,2010,99096
Saint-Raymond,2013,83998
Saint-Raymond,2018,67459
Saint-Raymond,2019,182829
Saint-René,2018,1080
Saint-René,2019,2626
Saint-Robert,2018,2520
Saint-Robert,2019,3064
Saint-Robert-Bellarmin,2018,2520
Saint-Robert-Bellarmin,2019,5250
Saint-Roch-de-Richelieu,2018,2882
Saint-Roch-de-Richelieu,2019,5976
Saint-Roch-de-l'Achigan,2018,17102
Saint-Roch-de-l'Achigan,2019,47500
Saint-Roch-des-Aulnaies,2018,3294
Saint-Roch-des-Aulnaies,2019,8622
Saint-Romain,2018,6587
Saint-Romain,2019,63800
Saint-Romuald,2007,126450
Saint-Romuald,2011,161280
Saint-Romuald,2012,232600
Saint-Rosaire,2018,3240
Saint-Rosaire,2019,56750
Saint-Rédempteur,2006,44677
Saint-Rémi,2006,96431
Saint-Rémi,2008,317840
Saint-Rémi,2018,69417
Saint-Rémi,2019,204592
"Saint-Rémi, Quebec|Saint-Rémi, Québec",2017,32980
Saint-Rémi-de-Tingwick,2018,1080
Saint-Rémi-de-Tingwick,2019,24450
Saint-Samuel,2019,10244
Saint-Sauveur,2006,449185
Saint-Sauveur,2012,359918
Saint-Sauveur,2013,70098
Saint-Sauveur,2015,488710
Saint-Sauveur,2018,28093
Saint-Sauveur,2019,790018
Saint-Scholastique,2007,138394
Saint-Scholastique,2008,99005
Saint-Simon,2018,17284
Saint-Simon,2019,35620
Saint-Simon-de-Rimouski,2018,3551
Saint-Simon-de-Rimouski,2019,7968
Saint-Simon-les-Mines,2018,6844
Saint-Simon-les-Mines,2019,22552
Saint-Siméon,2018,18647
Saint-Siméon,2019,27402
Saint-Siméon-de-Bonaventure,2019,24069
Saint-Sixte,2006,145705
Saint-Sixte,2007,135889
Saint-Sixte,2018,31083
Saint-Sixte,2019,91136
Saint-Stanislas,2006,91716
Saint-Stanislas,2007,111953
Saint-Stanislas,2008,99639
Saint-Stanislas,2011,177157
Saint-Stanislas,2013,68226
Saint-Stanislas,2018,12169
Saint-Stanislas,2019,71198
Saint-Stanislas-de-Champlain,2018,3294
Saint-Stanislas-de-Champlain,2019,7968
Saint-Stanislas-de-Kostka,2018,3780
Saint-Stanislas-de-Kostka,2019,7000
Saint-Stephen,2018,11905
Saint-Sulpice,2018,66270
Saint-Sulpice,2019,104170
Saint-Sylvestre,2018,14270
Saint-Sylvestre,2019,24472
Saint-Sylvère,2018,5764
Saint-Sylvère,2019,5976
Saint-Sébastien,2018,10157
Saint-Sébastien,2019,23562
Saint-Séverin,2018,2882
Saint-Séverin,2019,7968
Saint-Séverin-de-Proulxville,2018,1260
Saint-Séverin-de-Proulxville,2019,17500
Saint-Tharcisius,2018,2882
Saint-Tharcisius,2019,40104
Saint-Thomas,2018,2520
Saint-Thomas,2019,6126
Saint-Thomas de Kent,2018,1802
Saint-Thomas-Didyme,2018,7202
Saint-Thomas-Didyme,2019,7968
Saint-Thomas-de- Kent,2019,1840
Saint-Thuribe,2019,2250
Saint-Théodore-d'Acton,2018,1620
Saint-Théodore-d'Acton,2019,3500
Saint-Théophile,2018,3962
Saint-Théophile,2019,10594
Saint-Tite,2015,121795
Saint-Tite,2018,46969
Saint-Tite,2019,97564
Saint-Tite-des-Caps,2018,3294
Saint-Tite-des-Caps,2019,10330
Saint-Ubalde,2007,52458
Saint-Ubalde,2008,64518
Saint-Ubalde,2018,15745
Saint-Ubalde,2019,21468
Saint-Ulric,2018,2471
Saint-Ulric,2019,31362
Saint-Urbain,2007,134481
Saint-Urbain,2008,121754
Saint-Urbain,2009,133124
Saint-Urbain,2010,97934
Saint-Urbain,2011,107938
Saint-Urbain,2013,95932
Saint-Urbain,2018,3294
Saint-Urbain,2019,7968
Saint-Urbain-Premier,2018,2160
Saint-Urbain-Premier,2019,5250
Saint-Urbain-de-Charlevoix,2018,3294
Saint-Urbain-de-Charlevoix,2019,16384
Saint-Valentin,2014,50000
Saint-Valentin,2018,1080
Saint-Valentin,2019,4000
Saint-Vallier,2018,23979
Saint-Vallier,2019,14968
Saint-Vallier-de-Bellechasse,2019,10968
Saint-Valère,2018,2160
Saint-Valère,2019,6126
Saint-Valérien,2015,44102
Saint-Valérien,2018,5764
Saint-Valérien-de-Milton,2018,4320
Saint-Valérien-de-Milton,2019,8409
Saint-Valérien-de-Rimouski,2019,55688
Saint-Venant-de-Paquette,2018,5764
Saint-Venant-de-Paquette,2019,15934
Saint-Vianney,2018,11116
Saint-Vianney,2019,7968
Saint-Victor,2018,12191
Saint-Victor,2019,21912
Saint-Vital-de-Clermont,2019,49954
Saint-Wenceslas,2018,5764
Saint-Wenceslas,2019,11952
Saint-Wilfred,2015,31189
Saint-Zacharie,2018,1440
Saint-Zacharie,2019,49865
Saint-Zotique,2007,31269
Saint-Zotique,2018,27582
Saint-Zotique,2019,93664
Saint-Zénon,2018,7745
Saint-Zénon,2019,18298
Saint-Zéphirin-de-Courval,2018,2471
Saint-Zéphirin-de-Courval,2019,5122
Saint-constant,2018,14821
Saint-leonard,2009,37046
Saint-Édouard,2018,11040
Saint-Édouard,2019,28500
Saint-Édouard-de-Fabre,2018,1440
Saint-Édouard-de-Fabre,2019,21945
Saint-Édouard-de-Kent,2019,1840
Saint-Édouard-de-Lobtinière,2019,19962
Saint-Édouard-de-Lotbinière,2018,16468
Saint-Édouard-de-Maskinongé,2018,1620
Saint-Édouard-de-Maskinongé,2019,50000
Saint-Élie-de-Caxton,2018,19191
Saint-Élie-de-Caxton,2019,23902
Saint-Éloi,2018,2882
Saint-Éloi,2019,25000
Saint-Émile-de-Suffolk,2018,2700
Saint-Émile-de-Suffolk,2019,42137
Saint-Éphrem,2018,8903
Saint-Éphrem,2019,18404
"Saint-Éphrem-de-Beauce, Quebec|Saint-Éphrem-de-Beauce, Québec",2018,50000
Saint-Épiphane,2018,7205
Saint-Épiphane,2019,69436
Saint-Étienne-de-Beauharnois,2019,3000
Saint-Étienne-de-Bolton,2018,2471
Saint-Étienne-de-Bolton,2019,9894
Saint-Étienne-de-Lauzon,2019,15934
Saint-Étienne-des-Grès,2018,4140
Saint-Étienne-des-Grès,2019,10500
Saint-Étienne-des-grès,2019,3403
Saint-Évariste-de-Forsyth,2018,1080
Saint-Évariste-de-Forsyth,2019,2250
Sainte Rosette,2018,1577
Sainte-Adèle,2006,66142
Sainte-Adèle,2007,60133
Sainte-Adèle,2008,354391
Sainte-Adèle,2011,46040
Sainte-Adèle,2012,92080
Sainte-Adèle,2014,45740
Sainte-Adèle,2015,413294
Sainte-Adèle,2018,86268
Sainte-Adèle,2019,416400
Sainte-Agathe,2018,6176
Sainte-Agathe-de-Lotbinière,2016,25715
Sainte-Agathe-de-Lotbinière,2018,39881
Sainte-Agathe-de-Lotbinière,2019,48968
Sainte-Agathe-des-MOnts,2019,0
Sainte-Agathe-des-Monts,2018,38569
Sainte-Agathe-des-Monts,2019,140964
"Sainte-Agathe-des-Monts, Quebec|Sainte-Agathe-des-Monts, Québec",2018,368933
Sainte-Agnès-de-Dundee,2018,13998
Sainte-Angèle-de-Monnoir,2018,7920
Sainte-Angèle-de-Monnoir,2019,23188
Sainte-Angèle-de-Mérici,2018,5353
Sainte-Angèle-de-Mérici,2019,7968
Sainte-Anne de Kent,2019,4495
Sainte-Anne des Monts,2008,42096
Sainte-Anne-De-Kent,2018,4016
Sainte-Anne-Des-Monts,2006,172853
Sainte-Anne-de-Beaupré,2006,54487
Sainte-Anne-de-Beaupré,2018,12350
Sainte-Anne-de-Beaupré,2019,23220
Sainte-Anne-de-Bellevue,2009,31788
Sainte-Anne-de-Bellevue,2010,61342
Sainte-Anne-de-Bellevue,2016,119357
Sainte-Anne-de-Bellevue,2018,187699
Sainte-Anne-de-Bellevue,2019,433452
"Sainte-Anne-de-Bellevue, Quebec|Sainte-Anne-de-Bellevue, Québec",2017,95395
Sainte-Anne-de-Kent,2018,7546
Sainte-Anne-de-Kent,2019,1610
Sainte-Anne-de-Madawaska,2015,28578
Sainte-Anne-de-Madawaska,2018,6533
Sainte-Anne-de-Madawaska,2019,18232
Sainte-Anne-de-Sabrevois,2018,3780
Sainte-Anne-de-Sabrevois,2019,10500
Sainte-Anne-de-Sorel,2018,14665
Sainte-Anne-de-Sorel,2019,81582
Sainte-Anne-de-la-Pocatière,2018,14255
Sainte-Anne-de-la-Pocatière,2019,28742
Sainte-Anne-de-la-Pérade,2018,22895
Sainte-Anne-de-la-Pérade,2019,59193
Sainte-Anne-de-la-Rochelle,2019,21866
Sainte-Anne-des-Lacs,2018,2882
Sainte-Anne-des-Monts,2006,83571
Sainte-Anne-des-Monts,2007,237499
Sainte-Anne-des-Monts,2008,85931
Sainte-Anne-des-Monts,2010,130013
Sainte-Anne-des-Monts,2011,89350
Sainte-Anne-des-Monts,2012,98010
Sainte-Anne-des-Monts,2013,99990
Sainte-Anne-des-Monts,2018,66388
Sainte-Anne-des-Monts,2019,453396
Sainte-Anne-des-Plaines,2012,50256
Sainte-Anne-des-Plaines,2015,91413
Sainte-Anne-des-Plaines,2018,76828
Sainte-Anne-des-Plaines,2019,393710
"Sainte-Anne-des-Plaines, Quebec|Sainte-Anne-des-Plaines, Québec",2017,50000
"Sainte-Anne-des-Plaines, Quebec|Sainte-Anne-des-Plaines, Québec",2018,50000
Sainte-Anne-du-Lac,2018,4554
Sainte-Anne-du-Lac,2019,52604
Sainte-Anne-du-Ruisseau,2019,1388
Sainte-Apolline-de-Patton,2018,7254
Sainte-Apolline-de-Patton,2019,60308
Sainte-Aurélie,2009,50000
Sainte-Aurélie,2018,9906
Sainte-Aurélie,2019,162081
Sainte-Barbe,2018,5400
Sainte-Barbe,2019,23790
Sainte-Brigide-d'Iberville,2018,20430
Sainte-Brigide-d'Iberville,2019,35068
Sainte-Brigitte-de-Laval,2018,8797
Sainte-Brigitte-de-Laval,2019,21362
Sainte-Brigitte-des-Saults,2018,7024
Sainte-Brigitte-des-Saults,2019,9830
Sainte-Béatrix,2018,12248
Sainte-Béatrix,2019,40542
Sainte-Catherine,2016,25961
Sainte-Catherine,2018,81765
Sainte-Catherine,2019,232098
"Sainte-Catherine, Quebec|Sainte-Catherine, Québec",2017,26153
Sainte-Catherine-De-La-Jacques-Cartier,2019,11736
Sainte-Catherine-de-Hatley,2018,13174
Sainte-Catherine-de-Hatley,2019,31866
Sainte-Catherine-de-la-Jacques-Cartier,2018,17134
Sainte-Catherine-de-la-Jacques-Cartier,2019,27104
Sainte-Christine,2018,5760
Sainte-Christine,2019,7000
Sainte-Christine-D'Auvergne,2019,25000
Sainte-Christine-d'Auvergne,2018,1080
Sainte-Christine-d'Auvergne,2019,92826
Sainte-Claire,2018,15234
Sainte-Claire,2019,21628
Sainte-Clotilde,2018,12960
Sainte-Clotilde,2019,28000
Sainte-Clotilde-de-Beauce,2018,4374
Sainte-Clotilde-de-Beauce,2019,9830
Sainte-Clotilde-de-Horton,2018,9880
Sainte-Clotilde-de-Horton,2019,12494
Sainte-Croix,2018,28102
Sainte-Croix,2019,67108
Sainte-Cécile-de-Lévrard,2019,44442
Sainte-Cécile-de-Milton,2018,8051
Sainte-Cécile-de-Milton,2019,38267
Sainte-Cécile-de-Whitton,2015,50000
Sainte-Cécile-de-Whitton,2018,5352
Sainte-Cécile-de-Whitton,2019,26692
Sainte-Edwidge-de-Clifton,2018,2520
Sainte-Edwidge-de-Clifton,2019,7000
"Sainte-Elisabeth, Quebec|Sainte-Elisabeth, Québec",2017,34537
Sainte-Eulalie,2018,2882
Sainte-Eulalie,2019,12540
Sainte-Euphémie,2018,3294
Sainte-Euphémie,2019,31059
Sainte-Famille-de-l'Île-d'Orléans,2018,20581
Sainte-Famille-de-l'Île-d'Orléans,2019,3000
Sainte-Flavie,2018,13178
Sainte-Flavie,2019,36852
Sainte-Florence,2018,4942
Sainte-Florence,2019,40840
Sainte-Foy,2006,309521
Sainte-Foy,2019,3200
Sainte-Françoise,2018,6201
Sainte-Françoise,2019,5976
Sainte-Félicité,2018,10413
Sainte-Félicité,2019,17878
Sainte-Geneviève,2016,185799
Sainte-Geneviève,2018,30054
Sainte-Geneviève,2019,400722
Sainte-Geneviève-de-Bastican,2007,69227
Sainte-Geneviève-de-Bastican,2008,93357
Sainte-Geneviève-de-Batiscan,2018,37080
Sainte-Geneviève-de-Batiscan,2019,85502
Sainte-Geneviève-de-Berthier,2018,6480
Sainte-Geneviève-de-Berthier,2019,3500
Sainte-Germaine-Boulé,2018,4554
Sainte-Germaine-Boulé,2019,18330
Sainte-Gertrude-Manneville,2018,1260
Sainte-Gertrude-Manneville,2019,3500
Sainte-Hedwidge,2018,8284
Sainte-Hedwidge,2019,7000
Sainte-Hélène-de-Bagot,2018,11116
Sainte-Hélène-de-Bagot,2019,35891
Sainte-Hélène-de-Chester,2018,2160
Sainte-Hélène-de-Chester,2019,5976
Sainte-Hélène-de-Kamouraska,2018,1260
Sainte-Hélène-de-Kamouraska,2019,10036
Sainte-Hénédine,2018,8284
Sainte-Hénédine,2019,25375
Sainte-Irène,2019,30830
Sainte-Jeanne-d'Arc,2018,14818
Sainte-Jeanne-d'Arc,2019,32410
Sainte-Julie,2015,50000
Sainte-Julie,2016,35049
Sainte-Julie,2018,78283
Sainte-Julie,2019,199696
"Sainte-Julie, Quebec|Sainte-Julie, Québec",2017,30662
Sainte-Julienne,2008,26230
Sainte-Julienne,2009,99758
Sainte-Julienne,2010,91200
Sainte-Julienne,2011,160232
Sainte-Julienne,2012,66535
Sainte-Julienne,2013,149981
Sainte-Julienne,2015,70490
Sainte-Julienne,2016,149526
Sainte-Julienne,2018,14533
Sainte-Julienne,2019,46254
Sainte-Justine,2018,17704
Sainte-Justine,2019,90936
Sainte-Justine-de-Newton,2018,10907
Sainte-Justine-de-Newton,2019,27274
Sainte-Louise,2018,6587
Sainte-Louise,2019,16418
Sainte-Luce,2014,50000
Sainte-Luce,2018,8182
Sainte-Luce,2019,72732
Sainte-Luce-sur-mer,2019,3500
Sainte-Lucie-de-Beauregard,2018,12761
Sainte-Lucie-de-Beauregard,2019,19436
Sainte-Lucie-des-Laurentides,2018,6174
Sainte-Lucie-des-Laurentides,2019,7000
Sainte-Madeleine,2018,2880
Sainte-Madeleine,2019,8889
Sainte-Marcelline de Kildare,2019,6830
Sainte-Marcelline-de-Kildare,2018,5326
Sainte-Marcelline-de-Kildare,2019,3500
Sainte-Marguerite,2018,2160
Sainte-Marguerite,2019,54482
Sainte-Marguerite du Lac,2010,96675
Sainte-Marguerite-Du-Lac-Masson,2019,0
Sainte-Marguerite-Marie,2018,2471
Sainte-Marguerite-du-Lac,2013,38597
Sainte-Marguerite-du-Lac-Masson,2009,99938
Sainte-Marguerite-du-Lac-Masson,2018,4142
Sainte-Marguerite-du-Lac-Masson,2019,157828
Sainte-Marie,2006,80000
Sainte-Marie,2008,27779
Sainte-Marie,2010,158283
Sainte-Marie,2011,259743
Sainte-Marie,2012,94752
Sainte-Marie,2013,186411
Sainte-Marie,2015,154284
Sainte-Marie,2018,113372
Sainte-Marie,2019,182028
Sainte-Marie de Beauce,2013,95236
"Sainte-Marie, Quebec|Sainte-Marie, Québec",2018,32500
Sainte-Marie-Beauce,2006,137239
Sainte-Marie-Madeleine,2018,1440
Sainte-Marie-Madeleine,2019,3064
Sainte-Marie-Saint-Raphael,2019,24745
Sainte-Marie-Saint-Raphaël,2018,4016
Sainte-Marie-Saint-Raphaël,2019,15547
Sainte-Marie-Salomé,2018,1440
Sainte-Marie-Salomé,2019,3200
Sainte-Marie-de-Blandford,2018,4142
Sainte-Marie-de-Blandford,2019,58360
Sainte-Marie-de-Kent,2018,16894
Sainte-Marie-de-Kent,2019,28881
Sainte-Marthe,2018,1440
Sainte-Marthe-sur-le-Lac,2018,1800
Sainte-Marthe-sur-le-lac,2019,11094
Sainte-Martine,2018,56492
Sainte-Martine,2019,159808
Sainte-Martine ,2019,0
Sainte-Monique,2018,13432
Sainte-Monique,2019,52130
Sainte-Monique-de-Honfleur,2018,6587
Sainte-Mélanie,2018,1800
Sainte-Mélanie,2019,55374
Sainte-Perpétue,2018,12960
Sainte-Perpétue,2019,42702
Sainte-Rita,2018,3962
Sainte-Rita,2019,3500
Sainte-Rose,2018,4016
Sainte-Rose,2019,45515
Sainte-Rose-de-Watford,2018,2520
Sainte-Rose-de-Watford,2019,58148
Sainte-Rose-du-Nord,2018,28683
Sainte-Rose-du-Nord,2019,47802
Sainte-Rosette,2019,1610
Sainte-Sabine,2018,1080
Sainte-Sabine,2019,6564
Sainte-Sophie,2018,27241
Sainte-Sophie,2019,104558
Sainte-Sophie-d'Halifax,2018,1920
Sainte-Sophie-d'Halifax,2019,76027
Sainte-Sophie-de-Lévrard,2018,5402
Sainte-Sophie-de-Lévrard,2019,33237
Sainte-Séraphine,2018,5764
Sainte-Séraphine,2019,61950
Sainte-Thècle,2018,13790
Sainte-Thècle,2019,45698
Sainte-Thérèse,2006,1218605
Sainte-Thérèse,2007,149938
Sainte-Thérèse,2008,275329
Sainte-Thérèse,2009,205435
Sainte-Thérèse,2010,355079
Sainte-Thérèse,2011,122270
Sainte-Thérèse,2012,273285
Sainte-Thérèse,2013,487046
Sainte-Thérèse,2014,120283
Sainte-Thérèse,2015,878644
Sainte-Thérèse,2016,526976
Sainte-Thérèse,2018,267839
Sainte-Thérèse,2019,1374158
"Sainte-Thérèse, Quebec|Sainte-Thérèse, Québec",2017,618404
Sainte-Thérèse-de-Gaspé,2018,8646
Sainte-Thérèse-de-Gaspé,2019,40192
Sainte-Thérèse-de-la-Gatineau,2018,16361
Sainte-Thérèse-de-la-Gatineau,2019,54800
Sainte-Ubalde,2009,71211
Sainte-Ursule,2018,6120
Sainte-Ursule,2019,35500
Sainte-Victoire,2019,4164
Sainte-Victoire-de-Sorel,2018,14404
Sainte-Victoire-de-Sorel,2019,13308
Sainte-anne-des-lacs,2018,1800
Sainte-Élisabeth,2018,2520
Sainte-Élisabeth,2019,9900
Sainte-Élizabeth-de-Warwick,2018,1080
Sainte-Élizabeth-de-Warwick,2019,2626
Sainte-Émélie,2018,5764
Sainte-Émélie-de-l'Énergie,2018,10446
Sainte-Émélie-de-l'Énergie,2019,39926
Saints-Anges,2018,2160
Saints-Anges,2019,7968
Saints-Martyrs-Canadiens,2018,2471
Saints-Martyrs-Canadiens,2019,9456
Salaberry de Valleyfield,2009,242378
Salaberry de Valleyfield,2010,138956
Salaberry-de-Valleyfield,2006,343661
Salaberry-de-Valleyfield,2007,603310
Salaberry-de-Valleyfield,2008,424873
Salaberry-de-Valleyfield,2010,639465
Salaberry-de-Valleyfield,2011,637559
Salaberry-de-Valleyfield,2012,668832
Salaberry-de-Valleyfield,2014,332215
Salaberry-de-Valleyfield,2015,1543301
Salaberry-de-Valleyfield,2016,170354
Salaberry-de-Valleyfield,2018,163654
Salaberry-de-Valleyfield,2019,2230747
"Salaberry-de-Valleyfield, Quebec|Salaberry-de-Valleyfield, Québec",2016,106940
Salisbury,2015,31850
Salisbury,2018,39454
Salisbury,2019,562336
"Salluit, Quebec|Salluit, Québec",2017,22250
Salmo,2007,366569
Salmo,2018,19800
Salmo,2019,54450
Salmon Arm,2006,139020
Salmon Arm,2007,28247
Salmon Arm,2008,93701
Salmon Arm,2009,96165
Salmon Arm,2010,82376
Salmon Arm,2011,299618
Salmon Arm,2012,76569
Salmon Arm,2015,38900
Salmon Arm,2018,112106
Salmon Arm,2019,139168
"Salmon Arm, British Columbia|Salmon Arm, Colombie-Britannique",2016,88500
Salmon Cove,2018,7245
Salmon Cove,2019,8123
Salmon River,2019,1734
Salmonier,2007,32585
Salt Spring Island,2010,80324
Salt Spring Island,2011,33542
Salt Spring Island,2016,33347
Salt Spring Island,2018,131063
Salt Spring Island,2019,282466
"Salt Spring Island, British Columbia|Salt Spring Island, Colombie-Britannique",2017,34944
Salt spring Island,2019,1941
Saltcoats,2018,8725
Saltcoats,2019,3591
