,ref_number,recipient_legal_name,recipient_city,prog_name_en,prog_purpose_en,agreement_title_en,agreement_number,agreement_value,agreement_start_date,agreement_end_date,description_en,expected_results_en,additional_information_en,owner_org_title
1130,235-2018-2019-Q1-00548,Genvers Holsteins Ltd.,Amaranth,Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Milking and Herd Management,DFIP-ON-0343,60000,11/10/16,3/31/18,Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
1131,235-2018-2019-Q1-00549,Geoffrey McNaughton,Bainville,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,"Lighting, Cow Comfort, and Feeding Upgrades",DFIP-ON-3520,31910.62,11/10/16,3/31/19,The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
1132,235-2018-2019-Q1-00550,George Sikma,Oronu,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Tunnel Ventilation,DFIP-ON-2684,4362,11/10/16,3/31/19,The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
1133,235-2018-2019-Q1-00551,George Van Kampen,Amaranth,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Heatime Collars,DFIP-ON-3007,6359,11/10/16,3/31/19,The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
1134,235-2018-2019-Q1-00552,Gerrit (Gerard) Roelofsen,Burgessville,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Milking Robot - Roelofsen,DFIP-ON-1025,131971.25,11/10/16,3/31/19,The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
1123,235-2018-2019-Q1-00542,François Forgues,Frampton,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Improved productivity,DFIP-QC-2886,60000,11/10/16,3/31/19,The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
1135,235-2018-2019-Q1-00553,Gierdown Farms Ltd.,Tavistock,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,New Robotic Milking System,DFIP-ON-0731,250000,11/10/16,3/31/19,The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
1137,235-2018-2019-Q1-00555,Gilles Drouin et Martine Maheu S.E.N.C.,St-Henri,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Dairy investment project,DFIP-QC-1286,45826.09,11/10/16,3/31/19,The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
1138,235-2018-2019-Q1-00556,Godfrie Farms Ltd,Dunnville,Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,"Sort Gate, ID, and Feed Reporting",DFIP-ON-1824,29075.75,11/10/16,8/31/18,Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
1139,235-2018-2019-Q1-00557,Gordon Dunk Farms Ltd.,Guelph,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Equipment Upgrades,DFIP-ON-3140,40064.75,11/10/16,3/31/19,The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
1140,235-2018-2019-Q1-00558,Gordon McFadden,Navan,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Dairy Improvements and Increased Production Efficiencies,DFIP-ON-2737,40167.73,11/10/16,3/31/19,The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
1141,235-2018-2019-Q1-00559,Gordon Peterson,Agassiz,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Peterson Farms Robot Installation,DFIP-BC-2279,156159.64,9/1/17,3/31/20,The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
1142,235-2018-2019-Q1-00560,Gorweir Farms Inc.,Guelph,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Dairy Investment Program,DFIP-ON-2787,19683.07,11/10/16,3/31/19,The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
1143,235-2018-2019-Q1-00561,Groupe Fleur de Lys inc.,Saint-Camille,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Improved herd performance index (HPI),DFIP-QC-2454,60000,11/10/16,3/31/19,The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
1144,235-2018-2019-Q1-00562,Guillaume Fournier,St-Angèle-de-Mérici,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Improved cow comfort and operational efficiency,DFIP-QC-0617,59208.73,11/10/16,9/30/18,The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
1145,235-2018-2019-Q1-00563,Guimond Gourde,St-Narcisse de Beaurivage,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Upgrade of farm equipment,DFIP-QC-2081,60000,11/10/16,3/31/19,The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
1146,235-2018-2019-Q1-00564,Hamberlin Holsteins Ltd.,Mara,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Waterbeds and Heat Monitoring System,DFIP-BC-0081,18099.53,11/10/16,12/31/18,The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
1147,235-2018-2019-Q1-00714,Scott Simpson,Wellington,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Calf Feeder - Feed Pusher - Cow Brushers - Cow Mats,DFIP-ON-2959,36963.37,11/10/16,3/31/19,The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
1148,235-2018-2019-Q1-00565,Hammondale Farm Inc.,Hammond,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Hammondale Farm Inc.,DFIP-ON-0620,60000,11/10/16,12/31/18,The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
1136,235-2018-2019-Q1-00554,Gifford Acres Farm Ltd.,Abbotsford,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Mats and Stalls,DFIP-BC-0753,37911.31,11/10/16,9/30/18,The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
1034,235-2018-2019-Q1-00451,Ferme Majestein inc.,Saint-Augustin-de-Desmaures,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Improved productivity,DFIP-QC-2859,57792.03,11/10/16,3/31/19,The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
1122,235-2018-2019-Q1-00622,Malarky Ltd.,Minnedosa,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,"Barn Operation (Fans, Lights, Fre-heater)",DFIP-MB-1823,60000,11/10/16,3/31/19,The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
1120,235-2018-2019-Q1-00540,Flinkert Farms Inc.,New Liskeard,Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Energy Efficient and Cow Comfort,DFIP-ON-0170,59484.12,11/11/16,3/31/19,Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
1095,235-2018-2019-Q1-00515,Ferme Steev Larose inc.,St-Isidore,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,"Comfort of dry cows, gestating heifers and cows ready to calve",DFIP-QC-0885,60000,11/10/16,3/31/19,The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
1096,235-2018-2019-Q1-00516,Ferme Stéphane Croteau inc.,Upton,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Transformation of existing barn,DFIP-QC-1964,58258.48,11/10/16,3/31/19,The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
1097,235-2018-2019-Q1-00517,Ferme Sylvio Audet inc.,Saint Bernard,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Vertical ration mixer,DFIP-QC-3584,21731.66,11/10/16,6/30/18,The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
1098,235-2018-2019-Q1-00518,Ferme Thec-Lait S.E.N.C.,Sainte-Thècle,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Improved productivity,DFIP-QC-1853,60000,11/10/16,3/31/19,The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
1099,235-2018-2019-Q1-00519,Ferme Thurler inc.,Sainte-Brigitte-des-Saults,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Improved production operations,DFIP-QC-2660,42403.67,11/10/16,3/31/19,The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
1100,235-2018-2019-Q1-00520,Ferme Transit 87 Inc.,Linière,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Robotized feeding system,DFIP-QC-0527,27528.5,11/1/17,8/30/18,The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
1101,235-2018-2019-Q1-00521,Ferme Trigenco inc.,Westbury,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Equipment upgrades to Improve productivity,DFIP-QC-0539,60000,11/10/16,3/31/19,The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
1102,235-2018-2019-Q1-00522,Ferme Troitrèfles inc.,Embrun,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Troitrèfles robot #4,DFIP-ON-2503,140275,11/10/16,3/31/19,The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
1103,235-2018-2019-Q1-00523,Ferme Ulbéri S.E.N.C.,Wotton,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Improved animal husbandry,DFIP-QC-2636,47515.19,11/10/16,3/31/19,The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
1104,235-2018-2019-Q1-00524,Ferme Valépierre inc.,Saint-Valérien,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Dairy barn modernization project,DFIP-QC-2265,59930.31,11/10/16,6/30/18,The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
1105,235-2018-2019-Q1-00526,Ferme Vermond et Fils inc.,St-Henri,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Addition of an RTM feeding system,DFIP-QC-1438,39055.96,11/10/16,3/31/19,The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
338,GC-2017-Q4-00165,Ferme Drapeau et Bélanger inc.,"Ste-Françoise-de-Lotbinière, Québec",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Acquisition of a TMR mixer,"DFIP-QC-1261	DFIP-QC-1261",220000,1/12/18,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
1121,235-2018-2019-Q1-00541,Fradon Holsteins Ltd.,Woodstock,Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Second Milking Robot,DFIP-ON-2397,83323,11/10/17,3/31/19,Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
1106,235-2018-2019-Q1-00527,Ferme Vicari inc.,Sainte-Luce,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Farm and comfort facilities upgrade,DFIP-QC-1880,60000,11/20/16,3/31/19,The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
1108,235-2018-2019-Q1-00585,Jeannie Van Dyk,Noel Shore,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,New Barn Equipment,DFIP-NS-0376,60000,11/10/16,3/31/19,The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
1109,235-2018-2019-Q1-00529,Ferme Vikome inc.,Saint-Anselme,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Robotic barn investment project,DFIP-QC-3225,57270.11,11/10/16,3/31/19,The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
1110,235-2018-2019-Q1-00530,Ferme Wallu inc.,Ste-Julienne,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Purchase of robot milking systems,DFIP-QC-0640,247945,12/28/16,3/31/19,The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
1111,235-2018-2019-Q1-00531,Ferme Wendover,St-Cyrille de Wendover,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,"Ventilation, comfort and lighting",DFIP-QC-1367,7054.67,11/10/16,3/31/19,The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
1112,235-2018-2019-Q1-00532,Ferme Wishell Inc.,Stanstead,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Equipment/cow comfort improvement,DFIP-QC-1072,21776.13,11/10/16,3/31/19,The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
1113,235-2018-2019-Q1-00533,Ferme Y. Lampron et fils inc.,St-Boniface,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Improved productivity,DFIP-QC-0257,60000,11/10/16,3/31/19,The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
1114,235-2018-2019-Q1-00534,Ferme Y. Landry 3000 inc.,St-Valentin,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Automated milking system and mattress,DFIP-QC-2349,49462,11/10/16,3/31/19,The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
1115,235-2018-2019-Q1-00535,Ferme Yves Lacoste & Fils inc.,Upton,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Improved health and husbandry conditions for heifers,DFIP-QC-0433,29148.41,11/10/16,6/30/18,The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
1116,235-2018-2019-Q1-00536,Ferme Yves Maheu S.E.N.C,Saint-Joseph-de-Beauce,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Mixer project,DFIP-QC-1609,58337,11/10/16,3/31/19,The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
1117,235-2018-2019-Q1-00537,Fermes de Rocquigny Farms Inc.,St. Claude,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Lights,DFIP-MB-1599,6764.5,11/10/16,3/31/19,The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
1118,235-2018-2019-Q1-00538,Fireblade Holsteins Limited,Port Hood,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Cow Feeding/Comfort,DFIP-NS-0593,19975,11/10/16,3/31/19,The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
1119,235-2018-2019-Q1-00539,Flimo Farms Ltd.,Williamstown,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Dairy Farm Equipment Improvement,DFIP-ON-2899,45392.02,11/10/16,3/31/19,The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
1107,235-2018-2019-Q1-00528,Ferme Vie-Belle inc.,Matane,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Investment in 2016/2017 for upgrading,DFIP-QC-0088,60000,12/15/16,10/10/17,The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
1033,235-2018-2019-Q1-00450,Ferme Mailloux et fils enr.,Granby,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Enhanced comfort and productivity of dairy herd,DFIP-QC-1340,60000,11/10/16,3/31/19,The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
1032,235-2018-2019-Q1-00449,Ferme Magali inc.,Frampton,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Concentrate distributor and mattress,DFIP-QC-1187,15423.32,11/10/16,3/31/19,The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
1031,235-2018-2019-Q1-00448,Ferme M.R. Vincent 2005 inc.,Franklin,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Robotized feeding system,DFIP-QC-1760,37425.34,11/10/16,3/31/19,The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
945,235-2018-2019-Q1-00360,Ferme Desbro,Rawdon,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Improved efficiency and workload,DFIP-QC-1474,60000,11/10/16,3/31/19,The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
946,235-2018-2019-Q1-00361,Ferme Descam inc.,Sainte-Croix,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Improvement for cows,DFIP-QC-3295,11336.35,11/10/16,3/31/19,The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
947,235-2018-2019-Q1-00362,Ferme Deux-Monts inc.,St-Jean Baptiste,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment,Automated feeding,DFIP-QC-1668,63806.42,11/10/16,3/31/19,The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
948,235-2018-2019-Q1-00363,Ferme Drapeau et Fils,Sainte-Praxède,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Project to improve stall comfort and install calving facilities,DFIP-QC-1195,36895.84,11/10/16,3/31/19,The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
949,235-2018-2019-Q1-00364,Ferme Du Cran Blanc inc.,St-Urbain,Dairy Farm Investment Program (DFIP),"Contribution Agreement (CA) under the Dairy Farm Investment Program (DFIP) with Ferme Lampardis inc., Project No. DFIP-QC-3504 (Numéro du projet PIFL-QC-3504)",Heifer and dry cow barn renovation,DFIP-QC-0523,60000,11/10/16,9/30/18,"Contribution Agreement (CA) under the Dairy Farm Investment Program (DFIP) with Ferme Lampardis inc., Project No. DFIP-QC-3504 (Numéro du projet PIFL-QC-3504)",,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
950,235-2018-2019-Q1-00365,Ferme du Fjord inc.,Saguenay,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Fjord 2019 robotization,DFIP-QC-0776,222821.15,11/10/16,3/31/20,The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
951,235-2018-2019-Q1-00366,Ferme du Gouffre S.E.N.C.,Baie-Saint-Paul,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Move from hand to robotized milking,DFIP-QC-1699,250000,11/10/16,3/31/19,The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
952,235-2018-2019-Q1-00367,Ferme Du Moine enr.,Saint-Ferdinand,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment,Improved production through better feeding,DFIP-QC-2015,60000,11/10/16,3/31/19,The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
953,235-2018-2019-Q1-00368,Ferme Du Réveil 2009 inc.,Sainte-Françoise,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Improved cow comfort,DFIP-QC-0237,57831.5,11/10/16,3/31/19,The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
954,235-2018-2019-Q1-00369,Ferme Duquelait inc,Sainte-Claire,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,"Robotized feeding system, including pusher, mill and feed distributor and lighting system",DFIP-QC-1902,50000.27,11/10/16,3/31/19,The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
